"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2013",0.93513836785723,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.61594398060867,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.34296315928979,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2016",3.24752680374988,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.81930370221727,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.17603434816559,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2019",2.85073058924649,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2020",-2.73457449278063,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2021",4.69560035852239,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2022",2.41352082971984,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2023",1.66860538052105,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1961",7.60511276055872,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1962",2.98175246826514,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1963",3.28489802906118,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1964",5.23889441405602,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1965",5.30294826992175,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1966",2.37258347978912,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1967",2.1687517121724,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1968",2.30325780935781,
